time,timestamp,frontend_recommendationservice,cartservice_redis-cart,adservice_mysql,checkoutservice_productcatalogservice,recommendationservice_productcatalogservice,gateway_nats,checkoutservice_cartservice,frontend_adservice,checkoutservice_shippingservice,frontend_productcatalogservice,frontend_shippingservice,productcatalogservice_mysql,checkoutservice_emailservice,frontend_cartservice,checkoutservice_paymentservice,frontend_currencyservice,checkoutservice_currencyservice,frontend_checkoutservice
2022-08-20 16:42:30.417036854 +0000 UTC m=+26400.771220859,1661013750,0.018597560975609755,0.5369333333333333,7.392,0.003,0.003166666666666667,0.019600000000000003,,0.018590909090909092,0.003,0.0031004016064257026,0.003,12.515466666666667,0.003,0.0030396039603960397,0.003,0.007205882352941177,0.01375,0.2125
2022-08-20 16:43:30.500603711 +0000 UTC m=+26460.854787715,1661013810,0.018529411764705885,0.7139333333333333,7.896,0.003,0.0031123595505617974,0.02,0.003,0.017166666666666667,0.003,0.0031076388888888894,0.003,16.085066666666666,0.003,0.003037037037037037,0.003,0.0045233644859813075,0.006250000000000005,0.2125
2022-08-20 16:44:30.688225657 +0000 UTC m=+26521.042409662,1661013870,0.019545454545454546,0.702,8.064,0.003181818181818182,0.003357142857142857,0.019600000000000003,0.0031538461538461538,0.018375,0.003,0.003179054054054054,0.0029333333333333334,15.825333333333335,0.0036666666666666666,0.0030877192982456145,0.003,0.004283950617283951,0.004375,0.19375
2022-08-20 16:45:30.469421413 +0000 UTC m=+26580.823605427,1661013930,0.0190625,0.7272666666666666,6.804,0.0031333333333333335,0.00325,0.02,0.0034000000000000002,0.018839285714285715,0.002777777777777778,0.003077310924369748,0.003,16.1816,0.003,0.003017391304347826,0.003,0.0075,0.06388888888888888,0.5
2022-08-20 16:46:30.472552458 +0000 UTC m=+26640.826736489,1661013990,0.018850000000000002,0.6934666666666667,7.728,0.003142857142857143,0.0035121951219512196,0.019600000000000003,0.003,0.01838235294117647,0.002818181818181818,0.003158319870759289,0.0029333333333333334,17.468933333333336,0.003,0.0030512820512820517,0.003,0.004069124423963133,0.00423076923076923,0.18571428571428572
2022-08-20 16:47:30.619006449 +0000 UTC m=+26700.973190454,1661014050,0.019,0.6853333333333333,7.812,0.004,0.0031999999999999997,0.02,0.0036666666666666666,0.01825,0.003,0.003084690553745928,0.003,16.007733333333334,0.003,0.0030165289256198348,0.003,0.0042651162790697675,0.003999999999999999,0.1
2022-08-20 16:48:30.466779033 +0000 UTC m=+26760.820963044,1661014110,0.01723214285714286,0.6208666666666667,7.812,0.003,0.0031219512195121953,0.019600000000000003,0.003,0.0184,0.003,0.0030572450805008947,0.003,15.464133333333333,0.003,0.0030373831775700934,0.0036666666666666666,0.004645161290322581,0.0175,0.15
2022-08-20 16:49:30.654270721 +0000 UTC m=+26821.008454740,1661014170,0.01986111111111111,0.6978666666666666,7.392,0.003,0.0031627906976744186,0.02,0.003,0.018798076923076924,,0.0031132075471698114,0.0028399999999999996,15.180266666666666,0.003,0.003,0.003,0.004823834196891192,0.0038000000000000004,0.075
2022-08-20 16:50:30.706853377 +0000 UTC m=+26881.061037389,1661014230,0.01971590909090909,0.6169333333333333,7.14,0.0031,0.0032439024390243905,0.019600000000000003,0.0032857142857142855,0.01875,0.003,0.003061855670103093,0.003,15.070266666666667,0.003,0.003037037037037037,0.003,0.004927710843373495,0.025,0.3333333333333333
2022-08-20 16:51:30.59555729 +0000 UTC m=+26940.949741294,1661014290,0.02085526315789474,0.5557333333333333,8.568,0.0035,0.00317948717948718,0.02,0.003,0.01923076923076923,0.003,0.0031254901960784316,0.002923076923076923,13.396133333333333,0.003,0.0030373831775700934,0.003,0.010357142857142856,0.004666666666666666,0.5
2022-08-20 16:52:30.47068004 +0000 UTC m=+27000.824864063,1661014350,0.020691489361702127,0.5456666666666666,8.4,0.0035,0.0031518987341772153,0.019600000000000003,0.003,0.01918103448275862,0.003,0.003104627766599598,0.003,13.6488,0.003,0.0030380952380952386,0.003,0.003939130434782608,0.0045,0.1
2022-08-20 16:53:30.547450924 +0000 UTC m=+27060.901634929,1661014410,0.018194444444444444,0.7442000000000001,7.392,0.0034285714285714284,0.00316,0.02,0.0031333333333333335,0.020535714285714286,0.0028461538461538463,0.003131045241809672,0.003,16.71666666666667,0.003,0.0030330578512396695,0.003,0.0044418604651162786,0.005,0.175
2022-08-20 16:54:30.492395375 +0000 UTC m=+27120.846579380,1661014470,0.018666666666666665,0.6603333333333333,8.232,0.0032222222222222222,0.0032558139534883722,0.019600000000000003,0.003,0.017098214285714286,0.003,0.0031498257839721253,0.003,15.334933333333332,0.0035,0.0030689655172413794,0.003,0.003991525423728814,0.003,0.25
2022-08-20 16:55:30.486522142 +0000 UTC m=+27180.840706150,1661014530,0.01951923076923077,0.7143333333333334,7.14,0.003,0.003157894736842105,0.02,0.003,0.018214285714285714,0.003,0.0030746561886051084,0.003,14.934,0.003,0.003,0.003,0.0045098039215686276,0.004636363636363636,0.175
2022-08-20 16:56:30.667274957 +0000 UTC m=+27241.021458969,1661014590,0.018389830508474578,0.5962000000000001,8.484,0.003333333333333333,0.0031914893617021275,0.019600000000000003,0.003,0.01962264150943396,0.0032222222222222222,0.0031248,0.003,15.662133333333333,0.0036666666666666666,0.0030727272727272725,0.003,0.004474747474747475,0.00325,0.15625
2022-08-20 16:57:30.526764241 +0000 UTC m=+27300.880948246,1661014650,0.01778846153846154,0.8004,8.988,0.003333333333333333,0.003106382978723404,0.02,0.003,0.018192307692307695,0.003,0.0030882352941176473,0.003,17.803866666666664,0.003,0.00303125,0.003,0.005073529411764706,0.05,0.15625
2022-08-20 16:58:30.396470568 +0000 UTC m=+27360.750654573,1661014710,0.0197265625,0.7446,8.904,0.0033333333333333335,0.0032978723404255323,0.019600000000000003,0.003,0.01931451612903226,0.003,0.0031167434715821812,0.003,16.890533333333334,0.00325,0.0030650406504065045,0.003,0.006400000000000001,0.05357142857142857,0.175
2022-08-20 16:59:30.905110698 +0000 UTC m=+27421.259294711,1661014770,0.01738095238095238,0.7792,7.812,0.003,0.0031473684210526318,0.02,0.003181818181818182,0.017840909090909095,0.003,0.003096273291925466,0.0030666666666666668,17.1588,0.0034999999999999996,0.003046511627906977,0.003,0.00454337899543379,0.06666666666666665,0.3125
2022-08-20 17:00:30.547726938 +0000 UTC m=+27480.901910949,1661014830,0.01872950819672131,0.6342666666666666,7.392,0.0032,0.0031904761904761906,0.019600000000000003,0.003,0.020875,0.002777777777777778,0.0030868055555555557,0.003,14.704799999999999,0.003,0.003017543859649123,0.003,0.0039691629955947135,0.005,0.175
2022-08-20 17:01:30.621860151 +0000 UTC m=+27540.976044156,1661014890,0.0172,0.6845333333333333,6.888,0.003142857142857143,0.0031882352941176467,0.02,0.003,0.017989130434782608,0.003,0.0031036269430051813,0.003,15.032666666666666,0.003,0.003057692307692308,0.003,0.009391891891891895,0.0048,0.2125
2022-08-20 17:02:30.594740558 +0000 UTC m=+27600.948924580,1661014950,0.018372093023255813,0.5779333333333333,7.392,0.003,0.0030266666666666662,0.019600000000000003,0.003,0.018,0.003,0.0030858369098712445,0.003,12.927066666666667,0.003,0.003019607843137255,0.003,0.008541666666666668,0.05,0.2
2022-08-20 17:03:30.623123428 +0000 UTC m=+27660.977307459,1661015010,0.0190625,0.8360666666666667,8.064,0.0031538461538461538,0.003224719101123595,0.02,0.003,0.01806603773584906,0.003,0.0030674157303370786,0.003,17.982,0.003,0.003078125,0.003,0.006442307692307693,0.003769230769230769,0.15
2022-08-20 17:04:30.669863233 +0000 UTC m=+27721.024047246,1661015070,0.020096153846153847,0.6472666666666667,8.232,0.003,0.0031666666666666666,0.019600000000000003,0.003,0.01793269230769231,0.003,0.0030519031141868513,0.0028333333333333335,15.391733333333333,0.003,0.003017391304347826,0.003,0.004740384615384615,0.05625,0.2125
2022-08-20 17:05:30.634387394 +0000 UTC m=+27780.988571399,1661015130,0.017723880597014924,0.8253333333333334,8.904,0.003375,0.003173076923076923,0.02,0.0031538461538461538,0.018671875,0.003,0.00316036308623298,0.003,18.202,0.0032857142857142855,0.003046875,0.003,0.005483870967741934,0.05,0.25
2022-08-20 17:06:30.373091801 +0000 UTC m=+27840.727275806,1661015190,0.014772727272727269,0.6129333333333333,8.232,0.0031333333333333335,0.003222222222222222,0.019600000000000003,0.003,0.018418367346938778,0.003,0.0031524500907441017,0.0029,15.303733333333334,0.004,0.003,0.003,0.004931428571428572,0.05,0.37499999999999994
2022-08-20 17:07:30.590164048 +0000 UTC m=+27900.944348052,1661015250,0.020255102040816327,0.6457333333333334,9.912,0.003,0.003020833333333333,0.02,0.003,0.019086538461538464,0.003,0.0030888157894736843,0.003,16.119866666666667,0.003,0.003017241379310345,0.003,0.005172413793103447,0.0046,0.175
2022-08-20 17:08:30.469445938 +0000 UTC m=+27960.823629943,1661015310,0.02089622641509434,0.6539333333333333,7.98,0.0033157894736842108,0.00321505376344086,0.019600000000000003,0.003,0.018008474576271184,0.003,0.003145736434108527,0.003,16.183733333333333,0.003,0.0030344827586206895,0.003,0.004539170506912443,0.003625,0.19
2022-08-20 17:09:30.546563849 +0000 UTC m=+28020.900747854,1661015370,0.019545454545454546,0.5330666666666667,7.728,0.003,0.00325,0.02,,0.017777777777777778,0.003,0.0031371841155234657,0.002923076923076923,14.240666666666666,0.003,0.0030373831775700934,,0.006805555555555558,,0.25
2022-08-20 17:10:30.428005812 +0000 UTC m=+28080.782189826,1661015430,0.01868421052631579,0.6349333333333332,7.056,0.003,0.0032666666666666664,0.019600000000000003,0.003,0.01831818181818182,0.003,0.0030964630225080387,0.003,14.2364,0.003,0.003121212121212121,0.003,0.004711442786069652,0.0038,0.3125
2022-08-20 17:11:30.495670923 +0000 UTC m=+28140.849854936,1661015490,0.018333333333333333,0.6477999999999999,8.064,0.003,0.003022727272727273,0.02,0.003,0.019681818181818182,0.003,0.003049822064056939,0.003,15.3832,0.003,0.0030517241379310347,0.003,0.00470048309178744,0.01,0.175
2022-08-20 17:12:30.422004718 +0000 UTC m=+28200.776188741,1661015550,0.01840517241379311,0.6826,7.644,0.0031,0.0032528735632183906,0.019600000000000003,0.003,0.017857142857142853,0.003,0.003103161397670549,0.003,15.481866666666667,0.0038000000000000004,0.003130841121495327,0.003,0.027651515151515142,0.03125,0.3125
2022-08-20 17:13:30.760540079 +0000 UTC m=+28261.114724084,1661015610,0.016875,0.7162666666666666,8.484,0.003,0.0031136363636363636,0.02,0.003,0.0173728813559322,0.003,0.0030821917808219177,0.003090909090909091,16.298666666666666,0.003,0.0030325203252032523,0.003,0.004358490566037735,0.07,0.25
2022-08-20 17:14:30.714849987 +0000 UTC m=+28321.069034006,1661015670,0.016774193548387096,0.8405333333333334,7.98,0.0030869565217391303,0.0032772277227722775,0.019600000000000003,0.003,0.018157894736842102,0.0028333333333333335,0.003193740685543964,0.0030800000000000003,18.215466666666668,0.0032,0.003046511627906977,0.003,0.008402777777777776,0.02,0.20499999999999996
2022-08-20 17:15:30.627079451 +0000 UTC m=+28380.981263456,1661015730,0.0175,0.5397333333333334,8.232,0.003,0.0030930232558139537,0.02,0.003,0.01806603773584906,0.003,0.0030779220779220784,0.003,13.741066666666667,0.004,0.0030816326530612244,0.003,0.0037807017543859647,0.003333333333333333,0.175
2022-08-20 17:16:30.352839481 +0000 UTC m=+28440.707023487,1661015790,0.020372340425531918,0.7602000000000001,8.484,0.003,0.0031999999999999997,0.019600000000000003,0.003,0.0187,0.003,0.0031630615640599,0.003074074074074074,16.1312,0.003,0.0030162601626016264,0.003,0.009329268292682926,0.065625,0.29166666666666663
2022-08-20 17:17:30.672795462 +0000 UTC m=+28501.026979484,1661015850,0.020053191489361702,0.6246666666666666,7.476,0.003,0.0030652173913043477,0.02,0.003,0.0195,0.0034000000000000002,0.0030665557404326122,0.003,14.0732,0.0036666666666666666,0.0030594059405940595,0.003,0.004141592920353983,0.007499999999999999,0.175
2022-08-20 17:18:30.439066138 +0000 UTC m=+28560.793250151,1661015910,0.017321428571428574,0.6460666666666667,8.484,0.0031538461538461538,0.0031839080459770113,0.019600000000000003,0.003,0.017794117647058825,0.003,0.0030607082630691403,0.002916666666666667,15.781333333333334,0.003,0.003017699115044248,0.003,0.004225490196078431,0.008333333333333331,0.175
2022-08-20 17:19:30.49795811 +0000 UTC m=+28620.852142116,1661015970,0.018114754098360657,0.7666666666666666,8.736,0.003,0.0031086956521739133,0.02,0.003181818181818182,0.016904761904761905,0.003,0.0030517799352750806,0.003,17.062266666666666,0.003,0.003,0.003,0.004755656108597285,0.060000000000000005,0.325
2022-08-20 17:20:30.795480113 +0000 UTC m=+28681.149664127,1661016030,0.018157894736842106,0.6149333333333333,8.064,0.003,0.0032117647058823528,0.019600000000000003,0.0032857142857142855,0.019255319148936172,0.003,0.003134251290877797,0.003,15.418,0.0035,0.003074074074074074,0.003,0.004392523364485982,0.075,0.1375
2022-08-20 17:21:30.611987818 +0000 UTC m=+28740.966171823,1661016090,0.017767857142857144,0.7878,9.072,0.003,0.0030898876404494378,0.02,0.003,0.020050000000000002,0.003,0.003063545150501672,0.003,15.955200000000001,0.003,0.003,0.003,0.009294871794871793,0.07142857142857142,0.25
2022-08-20 17:22:30.616514461 +0000 UTC m=+28800.970698488,1661016150,0.018008474576271187,0.6080666666666668,7.728,0.003181818181818182,0.0031777777777777776,0.019600000000000003,0.0031666666666666666,0.017924528301886792,0.003,0.0031333333333333335,0.003,16.2256,0.003,0.003018348623853211,0.003,0.004352380952380953,0.004,0.175
2022-08-20 17:23:30.607778987 +0000 UTC m=+28860.961962992,1661016210,0.02056122448979592,0.6383333333333334,8.148,0.003,0.003324324324324324,0.02,0.003,0.01855263157894737,0.003,0.0031318267419962334,0.002916666666666667,13.8028,0.004,0.003074766355140187,0.003,0.008928571428571426,0.003923076923076923,0.2125
2022-08-20 17:24:30.6437562 +0000 UTC m=+28920.997940205,1661016270,0.01735,0.5438666666666667,8.4,0.0035,0.003240963855421687,0.019600000000000003,0.003,0.017738095238095237,0.003,0.0031032702237521518,0.003,14.557866666666667,0.003,0.0030555555555555557,0.003,0.004841409691629955,0.005,0.175
2022-08-20 17:25:30.364569987 +0000 UTC m=+28980.718753992,1661016330,0.01776785714285714,0.6757333333333333,7.476,0.003,0.0031842105263157894,0.02,0.003,0.0175,0.003,0.003103250478011472,0.003,13.858133333333333,0.003,0.003017391304347826,0.003,0.004990196078431372,0.00325,0.75
2022-08-20 17:26:30.717219569 +0000 UTC m=+29041.071403594,1661016390,0.018045454545454545,0.7096666666666667,8.568,0.003,0.0032142857142857142,0.019600000000000003,0.003,0.02,0.0026,0.003094570928196147,0.0030625,15.915466666666667,0.003,0.003,0.003,0.0047268292682926824,0.0041764705882352945,0.225
2022-08-20 17:27:30.556403495 +0000 UTC m=+29100.910587541,1661016450,0.016805555555555556,0.6026666666666667,7.476,0.003,0.0032352941176470584,0.02,0.0032857142857142855,0.01826530612244898,0.003,0.0030884353741496597,0.002931034482758621,14.654399999999999,0.003,0.003036036036036036,0.003,0.0038205128205128207,0.003,0.15625
2022-08-20 17:28:30.702418358 +0000 UTC m=+29161.056602363,1661016510,0.018104838709677416,0.7353333333333334,7.392,0.003,0.0030459770114942527,0.019600000000000003,0.003,0.018017241379310343,0.003,0.003075812274368231,0.003,15.3988,0.003,0.003103448275862069,0.003,0.00408235294117647,0.0041764705882352945,0.175
2022-08-20 17:29:30.770883515 +0000 UTC m=+29221.125067521,1661016570,0.01875,0.6859333333333333,7.56,0.0032,0.003090909090909091,0.020399999999999998,0.003,0.01764423076923077,0.003,0.0030585197934595524,0.003,15.173866666666667,0.004,0.0031904761904761906,0.003,0.004323671497584541,0.0037272727272727275,0.175
2022-08-20 17:30:30.708303329 +0000 UTC m=+29281.062487334,1661016630,0.0175,0.6732666666666667,8.4,0.0035454545454545456,0.0032117647058823528,0.019600000000000003,0.003,0.018035714285714283,0.003,0.003116040955631399,0.003,15.422933333333333,0.003,0.0030512820512820517,0.003,0.03928571428571429,0.05625,0.3125
2022-08-20 17:31:30.590955554 +0000 UTC m=+29340.945139569,1661016690,0.02142857142857143,0.5886,7.644,0.003,0.003105263157894737,0.02,0.0034000000000000002,0.020102040816326532,0.003,0.0030758483033932133,0.0031,13.976666666666667,0.003,0.003018867924528302,0.003,0.009318181818181814,0.05714285714285714,0.3125
2022-08-20 17:32:30.716748035 +0000 UTC m=+29401.070932048,1661016750,0.018088235294117648,0.8283333333333334,8.904,0.003,0.0032790697674418604,0.019600000000000003,0.003,0.018125,0.0027142857142857142,0.0031278688524590164,0.0030714285714285717,17.036,0.003,0.003029850746268657,0.003,0.005878378378378379,0.003533333333333333,0.175
2022-08-20 17:33:30.54245572 +0000 UTC m=+29460.896639762,1661016810,0.019764150943396223,0.6764666666666667,7.98,0.003,0.00325,0.02,0.003,0.01875,0.002818181818181818,0.003054888507718696,0.003,15.6976,0.003,0.0030877192982456145,0.003,0.028125,0.175,0.225
2022-08-20 17:34:30.388482614 +0000 UTC m=+29520.742666635,1661016870,0.01802325581395349,0.5406666666666666,7.812,0.003,0.003121212121212121,0.019600000000000003,,0.0190625,0.003,0.003062893081761006,0.003,12.381333333333334,,0.0030808080808080807,0.003,0.004876777251184834,0.0036666666666666666,
2022-08-20 17:35:30.463087016 +0000 UTC m=+29580.817271021,1661016930,0.017613636363636363,0.8245333333333333,7.14,0.0031538461538461538,0.003263736263736264,0.02,0.003,0.01849056603773585,0.003,0.0031216848673946956,0.002935483870967742,17.722266666666666,0.003,0.0030483870967741933,0.003,0.01529411764705883,0.08055555555555556,0.34375
2022-08-20 17:36:30.392522704 +0000 UTC m=+29640.746706720,1661016990,0.02058823529411765,0.5702,7.812,0.003,0.003076923076923077,0.019600000000000003,0.0034000000000000002,0.018793103448275863,0.003,0.0030893203883495144,0.003,13.932666666666666,0.004,0.003019607843137255,0.003,0.03189655172413794,0.0045,0.2125
2022-08-20 17:37:30.700253005 +0000 UTC m=+29701.054437018,1661017050,0.01857142857142857,0.6174666666666667,8.064,0.003181818181818182,0.00317910447761194,0.02,0.003,0.0190625,0.003,0.0030878661087866107,0.003,13.144933333333332,0.003,0.00301980198019802,0.003,0.05319548872180451,0.05625,0.3125
2022-08-20 17:38:30.495723941 +0000 UTC m=+29760.849907954,1661017110,0.02073529411764706,0.7065333333333333,7.308,0.003,0.0031,0.019600000000000003,0.003181818181818182,0.018088235294117645,0.003,0.003074766355140187,0.0030666666666666668,14.680666666666665,0.003,0.003074074074074074,0.003,0.029999999999999985,0.0375,0.25
2022-08-20 17:39:30.662948755 +0000 UTC m=+29821.017132760,1661017170,0.016842105263157894,0.5764666666666667,7.56,0.005,0.0030722891566265062,0.02,0.003,0.017794117647058825,0.003,0.00305607476635514,0.003,14.4344,0.005,0.003076923076923077,0.003,0.005,0.004,0.175
2022-08-20 17:40:30.679053252 +0000 UTC m=+29881.033237257,1661017230,0.018360655737704918,0.6804,8.4,0.0031666666666666666,0.0030987654320987655,0.019600000000000003,0.003,0.019056603773584903,0.003,0.0030581818181818184,0.00292,14.403866666666667,0.003,0.003053571428571429,0.004,0.004941747572815534,0.01749999999999999,0.225
2022-08-20 17:41:30.640505646 +0000 UTC m=+29940.994689662,1661017290,0.0203125,0.7579333333333332,8.904,0.004,0.0031333333333333335,0.02,0.003,0.01869047619047619,0.003,0.0030732113144758735,0.0029375,16.738666666666667,0.003,0.0030155038759689923,0.003,0.004469194312796208,0.0044,0.19375
2022-08-20 17:42:30.81730015 +0000 UTC m=+30001.171484155,1661017350,0.017627118644067796,0.6484666666666667,7.896,0.0035,0.0030470588235294114,0.019600000000000003,0.003,0.018529411764705885,0.003,0.00308273381294964,0.002923076923076923,15.253333333333334,0.003,0.003017391304347826,0.003,0.004722488038277512,0.01749999999999999,0.175
2022-08-20 17:43:30.718264528 +0000 UTC m=+30061.072448533,1661017410,0.018549999999999997,0.7058666666666666,7.56,0.003,0.003136363636363637,0.02,0.003,0.01764423076923077,0.003,0.0030734557595993323,0.003,14.958133333333333,0.003,0.003,0.003,0.005199999999999999,0.05,0.175
2022-08-20 17:44:30.453261951 +0000 UTC m=+30120.807445956,1661017470,0.018349056603773582,0.5718666666666666,7.644,0.003,0.0030506329113924053,0.019600000000000003,0.0036666666666666666,0.01838235294117647,0.003,0.0030567951318458417,0.003,12.953333333333333,0.003,0.0030408163265306124,0.003,0.004472081218274112,0.0041111111111111105,0.175
2022-08-20 17:45:30.5099898 +0000 UTC m=+30180.864173805,1661017530,0.018749999999999996,0.6059333333333333,8.904,0.003,0.003065934065934066,0.02,0.003,0.018509615384615388,0.003,0.0030963855421686746,0.003,15.499600000000001,0.003,0.003150943396226415,0.003,0.004857868020304568,0.0625,0.175
2022-08-20 17:46:30.490881926 +0000 UTC m=+30240.845065932,1661017590,0.01885,0.6695333333333333,8.4,0.003,0.003160919540229885,0.019600000000000003,0.003,0.01762295081967213,0.003,0.0031247892074198987,0.0030689655172413794,15.2356,0.004,0.003126126126126126,0.003,0.004416309012875537,0.003,0.175
2022-08-20 17:47:30.531240836 +0000 UTC m=+30300.885424841,1661017650,0.01775,0.698,7.224,0.003,0.0030919540229885057,0.02,0.003,0.018771186440677965,0.0026,0.0030842105263157896,0.0030666666666666668,16.053866666666668,0.003,0.003053571428571429,0.003,0.004970731707317073,0.053125,0.225
2022-08-20 17:48:30.855556863 +0000 UTC m=+30361.209740876,1661017710,0.0190625,0.6886666666666666,8.82,0.0035454545454545456,0.00310752688172043,0.019600000000000003,0.003,0.019764150943396223,0.003,0.0031554054054054054,0.003074074074074074,15.585466666666667,0.003,0.003,0.003,0.004989130434782608,0.006666666666666666,0.175
2022-08-20 17:49:30.708595571 +0000 UTC m=+30421.062779577,1661017770,0.018617021276595744,0.7467333333333334,7.812,0.0030869565217391303,0.0031956521739130435,0.02,0.003142857142857143,0.019130434782608695,0.003,0.003131832797427653,0.003121212121212121,16.359733333333335,0.003,0.0030350877192982456,0.003,0.007142857142857144,0.06666666666666668,0.375
2022-08-20 17:50:30.833742626 +0000 UTC m=+30481.187926647,1661017830,0.01766304347826087,0.7040666666666667,9.324,0.003,0.0030681818181818184,0.019600000000000003,0.003,0.01814655172413793,,0.003069808027923211,0.003,15.5656,0.003,0.0030168067226890756,0.003,0.004898989898989899,0.0045,0.175
2022-08-20 17:51:30.657823039 +0000 UTC m=+30541.012007051,1661017890,0.019893617021276597,0.6177999999999999,8.652,0.003,0.003263157894736842,0.02,0.003,0.021153846153846155,0.003,0.0031149425287356324,0.003,14.016399999999999,0.003,0.003055045871559633,0.003,0.004368421052631579,0.0075,0.2125
2022-08-20 17:52:30.508994824 +0000 UTC m=+30600.863178839,1661017950,0.01847222222222222,0.6307333333333334,7.224,0.003,0.003164705882352941,0.019600000000000003,0.003,0.018055555555555557,0.003,0.003067453625632378,0.0030800000000000003,14.452133333333332,0.003,0.0030526315789473684,0.003,0.007424242424242422,0.06,0.075
2022-08-20 17:53:30.695686046 +0000 UTC m=+30661.049870060,1661018010,0.01902777777777778,0.6073333333333334,8.568,0.003,0.003123456790123457,0.02,0.003,0.019605263157894733,0.003,0.0030823970037453185,0.003,13.976666666666667,0.003,0.003058252427184466,0.003,0.004327188940092166,0.0034000000000000002,0.25
2022-08-20 17:54:30.733824788 +0000 UTC m=+30721.088008793,1661018070,0.019852941176470587,0.6307333333333334,7.896,0.003,0.0033076923076923075,0.019600000000000003,0.003,0.0175,0.003,0.003121323529411765,0.0030689655172413794,15.178133333333333,0.003,0.003,0.003,0.0042980769230769236,0.0038571428571428567,0.29166666666666663
2022-08-20 17:55:30.499662344 +0000 UTC m=+30780.853846350,1661018130,0.0205,0.6176,7.56,0.003,0.0031500000000000005,0.02,0.003,0.017631578947368425,0.003,0.0031240875912408755,0.003,14.570666666666666,0.003,0.003018348623853211,0.003,0.012903225806451604,0.004,0.2
2022-08-20 17:56:30.756240709 +0000 UTC m=+30841.110424715,1661018190,0.017857142857142856,0.5970666666666667,8.652,,0.0032857142857142855,0.019600000000000003,,0.0184375,0.003,0.003082901554404145,0.0029333333333333334,15.457733333333334,,0.0030707964601769913,0.003,0.02357142857142856,0.075,
2022-08-20 17:57:30.664832183 +0000 UTC m=+30901.019016188,1661018250,0.0205,0.7562000000000001,7.728,0.0035,0.003261904761904762,0.02,0.003,0.018017241379310347,0.003,0.003152542372881356,0.003,15.921866666666666,0.003,0.0030517241379310347,0.003,0.013750000000000005,0.05625,0.19375
2022-08-20 17:58:30.812981352 +0000 UTC m=+30961.167165365,1661018310,0.018529411764705885,0.6317333333333334,7.392,0.0032857142857142855,0.003168674698795181,0.019600000000000003,0.003,0.01890625,0.003,0.0031555555555555555,0.0030833333333333333,14.494,0.003,0.0030363636363636365,0.003,0.0045939086294416245,0.004714285714285714,0.2125
2022-08-20 17:59:30.483844258 +0000 UTC m=+31020.838028271,1661018370,0.01916666666666667,0.7238,7.56,0.003,0.003193548387096774,0.02,0.003,0.0184375,0.003,0.0031161290322580647,0.003,15.8892,0.003,0.003033898305084746,0.003,0.03489583333333332,0.061538461538461535,0.205
2022-08-20 18:00:30.572462037 +0000 UTC m=+31080.926646042,1661018430,0.019467213114754096,0.6771333333333334,8.484,0.003,0.0032597402597402594,0.019600000000000003,0.003,0.01807692307692308,0.003,0.0031119402985074628,0.003,14.914133333333334,0.003,0.003053571428571429,0.003,0.01642857142857143,0.005,0.25
2022-08-20 18:01:30.404676124 +0000 UTC m=+31140.758860146,1661018490,0.022333333333333337,0.7210666666666667,7.728,0.0031333333333333335,0.003159090909090909,0.02,0.003,0.019183673469387756,0.0026,0.003126064735945486,0.003,15.589733333333333,0.003,0.0030330578512396695,0.003,0.008974358974358974,0.004666666666666666,0.625
2022-08-20 18:02:30.43119304 +0000 UTC m=+31200.785377057,1661018550,0.02202830188679245,0.8486666666666667,8.232,0.003,0.003433734939759036,0.019600000000000003,0.003181818181818182,0.018773584905660376,0.003,0.0031900161030595816,0.003142857142857143,18.1204,0.003,0.003078740157480315,0.003,0.0048725490196078435,0.00475,0.375
2022-08-20 18:03:30.535575876 +0000 UTC m=+31260.889759921,1661018610,0.020227272727272726,0.6626666666666666,7.98,0.003,0.0032093023255813954,0.02,0.003,0.017954545454545452,0.003,0.003078767123287672,0.003,15.572,0.003,0.003017543859649123,0.003,0.005,0.05714285714285715,0.2125
2022-08-20 18:04:30.557741161 +0000 UTC m=+31320.911925176,1661018670,0.020580357142857143,0.7847333333333334,7.98,0.003,0.00332183908045977,0.019600000000000003,0.003,0.017894736842105265,0.003,0.003145936981757877,0.003,16.613066666666665,0.003,0.0030168067226890756,0.003,0.010937499999999996,0.020000000000000004,0.2125
2022-08-20 18:05:30.449178808 +0000 UTC m=+31380.803362814,1661018730,0.018194444444444444,0.671,8.064,0.003,0.0031904761904761906,0.02,0.003,0.018235294117647058,0.0028461538461538463,0.003101083032490975,0.003,15.519466666666666,0.003,0.0030695652173913044,0.003,0.004968085106382979,0.005,0.225
2022-08-20 18:06:30.73034286 +0000 UTC m=+31441.084526873,1661018790,0.01709090909090909,0.5692,7.56,0.004,0.0031707317073170734,0.019600000000000003,0.003,0.01796875,0.003,0.0031113172541743974,0.003,14.271866666666666,0.003,0.003074766355140187,0.003,0.03266129032258065,0.07,0.375
2022-08-20 18:07:30.421520043 +0000 UTC m=+31500.775704049,1661018850,0.019375,0.7962666666666667,7.98,0.003,0.003106382978723404,0.02,0.003,0.01857142857142857,0.003,0.003096153846153846,0.0030800000000000003,15.752933333333333,0.003,0.0030833333333333333,0.003,0.0049449541284403665,0.005,0.25
2022-08-20 18:08:30.525937083 +0000 UTC m=+31560.880121088,1661018910,0.021428571428571432,0.6288666666666667,7.14,0.003142857142857143,0.0032696629213483145,0.019600000000000003,0.003,0.018289473684210526,0.003,0.003165562913907285,0.003,14.6764,0.0035,0.003036036036036036,0.003,0.004147410358565737,0.0036666666666666666,0.175
